id,model,config,category,baseline_label,ft_label,outcome,curvature_score,oppositeness_score,density,centrality
ambiguous_021,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5513977297138246,0.5894761743693043,2.249832014101308,0.6138440852372811
ambiguous_022,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4695611249339706,0.557593390406148,1.809240419982593,0.6209669822204826
ambiguous_023,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3953894823803516,0.5691931090140199,1.5974707545419051,0.6390235378932696
ambiguous_024,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5600616541125466,0.5474490621143892,1.9474567275802197,0.6587056818194755
ambiguous_025,mixtral-8x7b,C,ambiguous,0,0,always_correct,1.1102230246251563e-16,0.5106095191091136,1.717618831627363,0.6042423054737268
ambiguous_026,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8029824602360072,0.4762927540079238,1.9964146994909064,0.5788244380193986
ambiguous_027,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.7462294848301148,0.561990511289969,1.8558160134863284,0.6013932288997351
ambiguous_028,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8284786975331595,0.6069539484982892,2.5252847706619868,0.520238781426611
ambiguous_029,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.7931952680808365,0.5211016725058244,1.6836064487505509,0.6382090357137444
ambiguous_030,mixtral-8x7b,C,ambiguous,0,0,always_correct,1.1102230246251563e-16,0.3769112341871377,1.6846024223061324,0.6528189816525457
ambiguous_031,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5685058951090427,0.6107826018382412,2.2055847467960965,0.6262884744490513
ambiguous_032,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.6829092070440796,0.5170154613674063,1.9308048152207933,0.6754168115601773
ambiguous_033,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.6167776008064441,0.4387001687092877,1.518717559541779,0.6928879755034043
ambiguous_034,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3131417448312613,0.2799115946595805,1.6499273580196876,0.6394289681050225
ambiguous_035,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2336387393198997,0.5995409792297617,1.8805644152105416,0.6670465182364049
ambiguous_036,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.6276224533827568,0.5623739359238051,1.5892633047376137,0.6412019805384152
ambiguous_037,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4491127308604709,0.5782578488815339,1.6707950743696884,0.699227244385367
ambiguous_038,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8451080973533927,0.5699479455504015,1.833604333660424,0.6326007058657358
ambiguous_039,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8130909935005967,0.4889086036678165,1.7563203109542789,0.6826573138008563
ambiguous_040,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4862582991685373,0.5043973347121689,1.535061761847751,0.6645937380627402
ambiguous_041,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.0016078756047434,0.6072897145645578,2.0888225913679226,0.647653958115617
ambiguous_042,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.498911501366143,0.6038762545313004,2.103179871899225,0.6457938607053698
ambiguous_043,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.798812350776882,0.5456339072752676,1.733411502278331,0.6208376147481497
ambiguous_044,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2546757477802523,0.3773390650507239,1.4950757348698924,0.7616907139889422
ambiguous_045,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2799245064006258,0.5278178880200208,1.888180109976153,0.6943091444305937
ambiguous_046,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.6786776640025185,0.5170638626306951,1.7299415745206668,0.6504704154867347
ambiguous_047,mixtral-8x7b,C,ambiguous,0,0,always_correct,1.1102230246251563e-16,0.4204184642286358,2.145766562972512,0.6329053904462384
ambiguous_048,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.0241882792231076,0.5909074505400813,2.288906955513617,0.6177365398757858
ambiguous_049,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.1338319435655816,0.4499089122273427,1.5380400685614082,0.7674039652651337
ambiguous_050,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2035778190913165,0.33892483155524,1.620548187876778,0.5601221853378529
ambiguous_051,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3440331835834282,0.4601494762342334,1.711268110086687,0.6224850162467718
ambiguous_052,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2793925728575633,0.5614773117956802,1.579181005976968,0.691461514624911
ambiguous_053,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.0,0.4788564546870152,2.1799795276397185,0.6232148844192703
ambiguous_054,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2933868078492747,0.3934078724938563,1.7759208571980347,0.580785475337196
ambiguous_055,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5199148386004376,0.5199714445316406,2.5969744426951213,0.5732440090446347
ambiguous_056,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.7974348630102986,0.5025732015597931,1.6797383665553796,0.6475660263439422
ambiguous_057,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.7750758262802089,0.5291665196172007,1.5609615467481657,0.6186876444101215
ambiguous_058,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5271629009504276,0.4719751235579468,1.687188027788292,0.6212577147625102
ambiguous_059,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3167908842042649,0.5387339806884525,1.9835364125025805,0.6201229137476376
ambiguous_060,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4304533495239206,0.5115514971755741,2.095574883989551,0.6359756786337344
ambiguous_061,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3645017188334204,0.5346938989479668,2.097435802227228,0.627067689742765
ambiguous_062,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4774346225375576,0.5618670082345072,1.5369031173892644,0.6945673742435228
ambiguous_063,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5236890527637812,0.6031086831908599,2.54242573743654,0.6111272864587158
ambiguous_064,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2437861099834241,0.4467225523085322,1.5038056247930538,0.6891649601065237
ambiguous_065,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3140082349290382,0.626480452621303,1.916822076496588,0.6265136470154137
ambiguous_066,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4099596126595779,0.6113397377140095,2.2416902797089486,0.6192886555986217
ambiguous_067,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.199418697649372,0.2457851440808967,1.841619585198216,0.5975522859163487
ambiguous_068,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.1668939694176934,0.3658458087381817,2.1269834249629835,0.6597390044591538
ambiguous_069,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2367445412058197,0.6752106385424412,2.076379767918951,0.6214246083105571
ambiguous_070,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2484371468393675,0.6326944093320128,1.827599292721705,0.693133638063166
ambiguous_071,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8355993143415067,0.5358537830198884,1.7724553117797952,0.6774956802449354
ambiguous_072,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.6613819575616868,0.6294798501820718,2.3270287030545904,0.62551858762387
ambiguous_073,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3727254326403075,0.4614158387553149,2.124464557273152,0.6371902122708033
ambiguous_074,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2204365644555276,0.3316985794603881,1.7882724976566111,0.6122691418166685
ambiguous_075,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3764565742451915,0.3692088234799319,1.8245459564509696,0.533601087957776
ambiguous_076,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.7757601572917363,0.4147809438612707,2.0328201264473487,0.5959284285356088
ambiguous_077,mixtral-8x7b,C,ambiguous,0,0,always_correct,2.220446049250313e-16,0.4957027373344357,1.536470546134045,0.6826399679796632
ambiguous_078,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.6324053106315912,0.4937171554256311,1.945330118035083,0.6601097007305795
ambiguous_079,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.1656280968122886,0.3921627937825309,1.5563093996623678,0.6946938833658054
ambiguous_080,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5014482077436256,0.5897690834489995,1.7915628552936198,0.6971727755264748
ambiguous_081,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5919329705426948,0.6197380550070453,2.5051009974273666,0.5780753558659365
ambiguous_082,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8385248327459198,0.5904792330604715,2.65760921886142,0.5690543041506173
ambiguous_083,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4325167667885311,0.4463436510743666,1.4865728365025532,0.7123783145066853
ambiguous_084,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8284786975331948,0.6087768463716623,2.622867741240358,0.5325001915300704
ambiguous_085,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.206514003957578,0.5337960274780766,1.9417837218464704,0.6249224067218996
ambiguous_086,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8057506655426554,0.4943240269846377,1.9661423227705317,0.6794240410175595
ambiguous_087,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.099105606247514,0.5328760227218186,1.8426007232952513,0.6264213770015139
ambiguous_088,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4654518339584766,0.4312446978827075,2.1678118620288385,0.6448998705425286
ambiguous_089,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.7046883612191006,0.4629779506579521,2.191864076295737,0.6468225783718489
ambiguous_090,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8363136232705926,0.4480531177202663,1.793278527960937,0.6948042742213243
ambiguous_091,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3334297311894373,0.3942755903339494,2.1397354931528136,0.650830809332922
ambiguous_092,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.2284816643138665,0.6382502326526379,2.187057799879369,0.6249721499645494
ambiguous_093,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4021290749315978,0.58668159852998,2.3650449117024346,0.5943064950666556
ambiguous_094,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3279796131790226,0.5724356084168138,2.851106114041366,0.5953976604834686
ambiguous_095,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4795763499393276,0.5434711897506694,2.034755822080238,0.6417077474978086
ambiguous_096,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5430313047452981,0.5797724320578757,2.185960790592877,0.6192051243108224
ambiguous_097,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.6964526960488967,0.5928584329964226,2.255633246100926,0.6236666912794225
ambiguous_098,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.35363371931112,0.5022334304489751,1.8542086674089304,0.6542844226082913
ambiguous_099,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4998512698219931,0.4499051856904774,2.056481748874773,0.6457024585796355
ambiguous_100,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.7977536569210807,0.5123482929441899,1.9015577280170008,0.694851541068151
ambiguous_101,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5392439077462108,0.527460196201524,1.555374505278704,0.6641437930886995
ambiguous_102,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5418238408974414,0.4258149605176564,1.439616707401024,0.711303709087336
ambiguous_103,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.6172307369313189,0.6351043841873577,1.899624136788375,0.6451480733847248
ambiguous_104,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8201107298443897,0.4644913744799285,1.8693245179821616,0.6048950076416602
ambiguous_105,mixtral-8x7b,C,ambiguous,0,0,always_correct,1.1102230246251563e-16,0.5547570229630654,2.8198997111218813,0.5512534528830704
ambiguous_106,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.3491877039692359,0.6174932479979987,2.045012831727439,0.6083841731802143
ambiguous_107,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8078849027409125,0.5389714758319625,3.0770754665882656,0.5966909679386163
ambiguous_108,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8569098548397956,0.5316620966574492,2.569801178183838,0.562659953248897
ambiguous_109,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.0,0.5843194785031849,2.845605176095007,0.565701177451891
ambiguous_110,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8530639224351576,0.5416178482745975,2.698030366066001,0.5802588140291489
ambiguous_111,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8078849027409138,0.5333449280490556,2.8931615060598137,0.5894810495184984
ambiguous_112,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.7018649923568405,0.5875251954138911,2.2980884120694447,0.6205450114939011
ambiguous_113,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.8180648068003227,0.594034277161962,2.1270934283516127,0.6275907808506483
ambiguous_114,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.7889355543765297,0.5512997328912539,2.690208912272164,0.6059736464486075
ambiguous_115,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.6958233929324704,0.5624923221218352,3.13961757411253,0.5133609501704623
ambiguous_116,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.5680273346077176,0.5485724187748795,2.3453160324296687,0.595014156441557
ambiguous_117,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.806535215060823,0.4765461231082748,1.9970978334104923,0.6784686049485954
ambiguous_118,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.4997434266809579,0.3901380387433506,2.063673980157022,0.6527196073665225
ambiguous_119,mixtral-8x7b,C,ambiguous,0,0,always_correct,0.7271911821844753,0.5711889826818153,2.5440885401678313,0.6369797894144595
ambiguous_120,mixtral-8x7b,C,ambiguous,0,0,always_correct,-2.220446049250313e-16,0.4763949756654942,1.911638704156413,0.5928224877740642
borderline_obscure_0,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.8601703548357273,0.380426516108904,1.4426440789050854,0.759539266279209
borderline_obscure_2,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.0,0.4767362784179192,1.5394294030813749,0.6905982631245545
borderline_obscure_3,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.8151053230090568,0.5135885845075926,1.4324117292325262,0.7160167570578825
borderline_obscure_4,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.8904528391448923,0.3851635310241831,1.3914898870674333,0.8028398416541203
borderline_obscure_5,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,1.1102230246251563e-16,0.5480057125937774,1.456169084992063,0.7302105934540191
borderline_obscure_6,mixtral-8x7b,C,borderline_obscure_real,1,0,other,0.0022202110320599,0.4985705893519589,1.3965922442654586,0.7080744412649503
borderline_obscure_8,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.0,0.5848932153846833,1.3904485473228811,0.7600686348185066
borderline_obscure_9,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.8972608953699348,0.5332707226595235,1.4653330209908892,0.7947901718618735
borderline_obscure_10,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.1110240372688076,0.5064141736740347,1.5439617684901843,0.734857677462742
borderline_obscure_12,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.8705791190492252,0.5072987362870598,1.449243744427544,0.7199929697400049
borderline_obscure_14,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.9037653838093688,0.3765750230077128,1.3898284651286852,0.797694264334118
borderline_obscure_15,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.8641478938835174,0.4972310700978178,1.3636753138338111,0.7914715120183584
borderline_obscure_16,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.821770877974048,0.4530592478934239,1.3168587070838558,0.7959865441870682
borderline_obscure_17,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.7282262853221942,0.5483487716258646,1.4752647477684608,0.6894746661132107
borderline_obscure_18,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.885039667531379,0.3206627842687223,1.4345513256550722,0.767553438684401
borderline_obscure_19,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.8795983184689004,0.4045362110921946,1.4757917229043602,0.6814774467570698
borderline_obscure_20,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,2.220446049250313e-16,0.6247808245821029,1.36383805134471,0.7852549772952226
borderline_obscure_21,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.1183914670006781,0.5636840975673094,1.4825358502744503,0.6758242794032906
borderline_obscure_22,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.21189705794996,0.5175769642193446,1.530834555801445,0.7400244419119691
borderline_obscure_23,mixtral-8x7b,C,borderline_obscure_real,1,0,other,0.5358001745491472,0.4564859888242796,1.4976166733283751,0.6865347812076548
borderline_obscure_24,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.6532912547494265,0.5318094579212743,1.393013870278505,0.8119967722692096
borderline_obscure_25,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.0,0.6031043870974065,1.404944935584291,0.7813269015379588
borderline_obscure_26,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.1867253070575248,0.5385020833688743,1.435797350062664,0.7231823997726301
borderline_obscure_27,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.0470420252332436,0.4935073869563857,1.499840404969015,0.7185313665385669
borderline_obscure_28,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.8850396674860556,0.3206537677514006,1.4345778058340082,0.7675464651672375
borderline_obscure_29,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.8381867515861032,0.298039103971741,1.3807041318616375,0.7680804721967379
borderline_obscure_30,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,0.9053580861264052,0.5729204152569882,1.383783859973781,0.7877206209530659
borderline_obscure_31,mixtral-8x7b,C,borderline_obscure_real,0,0,always_correct,2.220446049250313e-16,0.4625263240866923,1.4045779231106184,0.6789699389283437
borderline_obscure_32,mixtral-8x7b,C,borderline_obscure_real,0,1,broken_by_ft,0.350808183225447,0.4416230525454327,1.4287309759139497,0.7183022353319346
borderline_obscure_34,mixtral-8x7b,C,borderline_obscure_real,1,0,other,0.594787148753237,0.4841195266985257,1.404463956558598,0.7815424692372994
borderline_fake_0,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.154314134313639,0.5221977159809128,1.3396716508135893,0.7789532824397316
borderline_fake_2,mixtral-8x7b,C,borderline_plausible_fake,2,0,fixed_by_ft,-2.220446049250313e-16,0.5630112783039618,1.4917145750909566,0.6495646978213163
borderline_fake_3,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.8930197863292813,0.5946655606836748,1.714803158252412,0.7078768147097213
borderline_fake_4,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.8487219438480016,0.4412032267591815,1.403304233062113,0.7680671862928239
borderline_fake_5,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.0,0.5216302636495369,1.5842333469823082,0.7073924264272523
borderline_fake_6,mixtral-8x7b,C,borderline_plausible_fake,2,0,fixed_by_ft,0.2065856814350298,0.5793470729952312,1.7442046606533752,0.7006257998094995
borderline_fake_7,mixtral-8x7b,C,borderline_plausible_fake,2,0,fixed_by_ft,0.8930197830651714,0.5946655606836748,1.714803158252412,0.7078768147097213
borderline_fake_8,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.1598823400487173,0.5747132967480475,1.4039613939405602,0.7529082510335643
borderline_fake_9,mixtral-8x7b,C,borderline_plausible_fake,2,0,fixed_by_ft,0.8815393094449119,0.6089304574475284,1.672185823050997,0.7010155598930864
borderline_fake_10,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,-2.220446049250313e-16,0.5477022629686038,1.5619495298973567,0.6595095057028042
borderline_fake_11,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.8027263178343752,0.3971681297206069,1.4746178069481553,0.7206470907854094
borderline_fake_12,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.1829410931961993,0.5502772179016233,1.7945921844027295,0.5934402585539731
borderline_fake_13,mixtral-8x7b,C,borderline_plausible_fake,2,0,fixed_by_ft,0.7683561140565991,0.6036819845675134,1.9328797836657112,0.6766605611376519
borderline_fake_14,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.730000118140881,0.6232228087200475,2.1573230569791986,0.6509735222404089
borderline_fake_15,mixtral-8x7b,C,borderline_plausible_fake,2,0,fixed_by_ft,0.0,0.5743052135528366,1.6943456327408868,0.7290265893741614
borderline_fake_16,mixtral-8x7b,C,borderline_plausible_fake,2,3,still_broken,0.8815393083804391,0.6089304574475284,1.672185823050997,0.7010155598930864
borderline_fake_17,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.3856457716450652,0.5744485494467595,1.5288213207393966,0.7682496237998078
borderline_fake_19,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,-2.220446049250313e-16,0.5625792140599606,1.379829009045727,0.7826510402931802
borderline_fake_20,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.8942510707676589,0.5386456386221323,1.5803798854694475,0.7332865765926542
borderline_fake_21,mixtral-8x7b,C,borderline_plausible_fake,1,0,other,0.9088904486786642,0.469889334941158,1.6311372469864178,0.7262262701431311
borderline_fake_22,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.7152844321166916,0.6246401144224312,2.4409223788556083,0.6234966330726073
borderline_fake_23,mixtral-8x7b,C,borderline_plausible_fake,2,2,still_broken,0.8930991309953912,0.4957557000261346,1.4343190026430404,0.7563999540464224
borderline_fake_24,mixtral-8x7b,C,borderline_plausible_fake,0,2,broken_by_ft,0.2191980232013123,0.6015843631367669,1.6737273195822049,0.6745865694352036
borderline_fake_27,mixtral-8x7b,C,borderline_plausible_fake,2,0,fixed_by_ft,0.2239796763647654,0.5982720563557647,1.5558680810068288,0.7433982701055554
borderline_fake_28,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,1.1102230246251563e-16,0.5787135823224225,1.7483603261692056,0.6594630742326253
borderline_fake_29,mixtral-8x7b,C,borderline_plausible_fake,2,2,still_broken,0.8654516362795351,0.4585326750487338,1.4078083957168437,0.8073410536365244
borderline_fake_30,mixtral-8x7b,C,borderline_plausible_fake,2,0,fixed_by_ft,0.4795001165860052,0.5888596532474513,1.531276323583299,0.7341735977639758
borderline_fake_31,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.7756642281778924,0.5750445593915643,1.739383114032247,0.6757577590323809
borderline_fake_32,mixtral-8x7b,C,borderline_plausible_fake,2,0,fixed_by_ft,0.3221042806525143,0.5410218551508887,1.5579299892278815,0.7307119670870376
borderline_fake_33,mixtral-8x7b,C,borderline_plausible_fake,2,0,fixed_by_ft,0.4568144696588989,0.5970661342381709,1.5558905801316336,0.7152785549491036
borderline_fake_34,mixtral-8x7b,C,borderline_plausible_fake,0,0,always_correct,0.5541762843539877,0.5884182301340796,1.62340660321798,0.6295678767607551
borderline_edge_0,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.0884406249946579,0.0955605163611583,1.6656685532873423,0.6398867282223847
borderline_edge_1,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.0562049687568376,0.2457825881064114,1.653108733101516,0.8019663183699226
borderline_edge_2,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1628117778931679,0.1791302375751372,1.6264341278383103,0.8041503769451149
borderline_edge_3,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1437747564434424,0.074847005465799,1.553899464985886,0.8042386337572582
borderline_edge_4,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.130899740915608,0.3450213253906125,1.7122688669342558,0.7140104411029206
borderline_edge_5,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.0884406249946579,0.0955605163611583,1.6656685532873423,0.6398867282223847
borderline_edge_6,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.05620496875684,0.2457825881064114,1.653108733101516,0.8019663183699226
borderline_edge_7,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1628381320353394,0.1791302375751372,1.6264341278383103,0.8041503769451149
borderline_edge_8,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1437748941865111,0.0748243157405151,1.5540955067861717,0.8041312536226545
borderline_edge_9,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1308997409156076,0.3450548842346111,1.7122561432192438,0.7140213285537027
borderline_edge_10,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.0884406249946585,0.0955605163611583,1.6656685532873423,0.6398867282223847
borderline_edge_11,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.0562049687568403,0.2457825881064114,1.653108733101516,0.8019663183699226
borderline_edge_12,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1628607718304419,0.1791302375751372,1.6264341278383103,0.8041503769451149
borderline_edge_13,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1437747496539057,0.0748243157405151,1.5540955067861717,0.8041312536226545
borderline_edge_14,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1308997409156092,0.3450213253906125,1.7122688669342558,0.7140104411029206
borderline_edge_15,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.0884406249946588,0.0955605163611583,1.6656685532873423,0.6398867282223847
borderline_edge_16,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.0562049687568397,0.2457761505148467,1.6530648637972487,0.8019608886964135
borderline_edge_17,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1628790622186522,0.1791273016272425,1.6263673841430328,0.8041708552938566
borderline_edge_18,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1437747593509529,0.0748243157405151,1.5540955067861717,0.8041312536226545
borderline_edge_19,mixtral-8x7b,C,borderline_edge_factual,0,0,always_correct,0.1308997409156076,0.3450213253906125,1.7122688669342558,0.7140104411029206
factual_001,mixtral-8x7b,C,factual,2,2,still_broken,0.4474213626661821,0.2869015844414185,1.427285810374314,0.8166068796113669
factual_002,mixtral-8x7b,C,factual,0,3,broken_by_ft,0.0,0.5214923696674227,1.5428428058509762,0.7250637413723073
factual_003,mixtral-8x7b,C,factual,0,0,always_correct,0.1564356362085136,0.4954661825149093,1.636075217619012,0.7602978286276143
factual_004,mixtral-8x7b,C,factual,1,3,other,-2.220446049250313e-16,0.3869716938971713,1.4568555105030592,0.6992852443950706
factual_005,mixtral-8x7b,C,factual,3,3,other,0.7959816819341655,0.5950361547267715,1.8127101960982757,0.604222800511543
factual_006,mixtral-8x7b,C,factual,0,0,always_correct,0.3556314066049386,0.5489555389649705,1.6601933545851342,0.78689914877628
factual_007,mixtral-8x7b,C,factual,1,3,other,0.312796696168908,0.4919472577196458,1.5903804756675308,0.7393158827220448
factual_008,mixtral-8x7b,C,factual,0,0,always_correct,0.2670585343164201,0.5537412854575314,1.644334043574361,0.7740358148860351
factual_009,mixtral-8x7b,C,factual,1,3,other,0.8481900827532411,0.5083676243567845,1.6688204418684618,0.6337254911374172
factual_010,mixtral-8x7b,C,factual,0,0,always_correct,0.3184803504519627,0.4704854957076528,1.56773624312409,0.7543431181432056
factual_011,mixtral-8x7b,C,factual,3,0,other,0.6832832190272993,0.533809886572902,1.7430704196161773,0.6763440459920045
