uid,model,category,source,k_eff,n_hallucination,n_partial,n_refusal,n_correct,p_hat,p_hat_partial_half,p_hat_partial_full,refusal_rate,k_half_even,k_half_odd,n_hall_even,n_hall_odd,p_hat_even,p_hat_odd,n_partial_even,n_partial_odd,n_truncated,mean_output_tokens,median_output_tokens
pool:borderline_obscure_119,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,213.6,206.5
pool:borderline_obscure_119,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,48.1,44.0
pool:borderline_obscure_12,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,314.7,245.0
pool:borderline_obscure_12,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,98.55,96.5
pool:borderline_obscure_120,gpt-oss-120b,borderline_obscure_real,pool,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,1,1,0,556.15,565.5
pool:borderline_obscure_120,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,7,9,0,4,0.35,0.575,0.8,0.0,10,10,4,3,0.4,0.3,4,5,0,234.2,237.5
pool:borderline_obscure_121,gpt-oss-120b,borderline_obscure_real,pool,20,1,1,0,18,0.05,0.075,0.1,0.0,10,10,1,0,0.1,0.0,1,0,0,298.4,174.5
pool:borderline_obscure_121,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,2,0,0,18,0.1,0.1,0.1,0.0,10,10,0,2,0.0,0.2,0,0,0,106.2,93.5
pool:borderline_obscure_122,gpt-oss-120b,borderline_obscure_real,pool,20,3,2,0,15,0.15,0.2,0.25,0.0,10,10,3,0,0.3,0.0,1,1,3,1525.5,1477.0
pool:borderline_obscure_122,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,421.85,428.0
pool:borderline_obscure_123,gpt-oss-120b,borderline_obscure_real,pool,20,1,2,0,17,0.05,0.1,0.15,0.0,10,10,1,0,0.1,0.0,0,2,13,1959.15,2048.0
pool:borderline_obscure_123,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,2,9,0,9,0.1,0.325,0.55,0.0,10,10,0,2,0.0,0.2,3,6,0,195.1,184.0
pool:borderline_obscure_124,gpt-oss-120b,borderline_obscure_real,pool,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,1,1,20,2048.0,2048.0
pool:borderline_obscure_124,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,11,0,8,0.05,0.325,0.6,0.0,10,10,0,1,0.0,0.1,4,7,0,581.0,579.0
pool:borderline_obscure_125,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,381.8,369.0
pool:borderline_obscure_125,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,274.55,276.5
pool:borderline_obscure_126,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,1294.4,1270.0
pool:borderline_obscure_126,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,1,1,0,331.1,344.5
pool:borderline_obscure_127,gpt-oss-120b,borderline_obscure_real,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,20,2048.0,2048.0
pool:borderline_obscure_127,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,17,3,0,0,0.85,0.925,1.0,0.0,10,10,8,9,0.8,0.9,2,1,0,238.5,212.0
pool:borderline_obscure_128,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,213.6,205.5
pool:borderline_obscure_128,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,82.1,85.5
pool:borderline_obscure_129,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,1,1344.9,1236.5
pool:borderline_obscure_129,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,2,5,0,13,0.1,0.225,0.35,0.0,10,10,1,1,0.1,0.1,3,2,0,303.95,299.5
pool:borderline_obscure_130,gpt-oss-120b,borderline_obscure_real,pool,20,0,4,0,16,0.0,0.1,0.2,0.0,10,10,0,0,0.0,0.0,2,2,0,1074.85,971.0
pool:borderline_obscure_130,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,4,0,0,16,0.2,0.2,0.2,0.0,10,10,3,1,0.3,0.1,0,0,0,305.95,311.5
pool:borderline_obscure_132,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,245.45,247.0
pool:borderline_obscure_132,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,18.7,19.0
pool:borderline_obscure_133,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,14,1926.0,2048.0
pool:borderline_obscure_133,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,450.25,454.0
pool:borderline_obscure_134,gpt-oss-120b,borderline_obscure_real,pool,20,0,3,0,17,0.0,0.075,0.15,0.0,10,10,0,0,0.0,0.0,2,1,0,476.7,480.0
pool:borderline_obscure_134,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,87.75,77.0
pool:borderline_obscure_135,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,6,1886.95,1894.5
pool:borderline_obscure_135,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,3,0,16,0.05,0.125,0.2,0.0,10,10,1,0,0.1,0.0,1,2,0,220.6,197.5
pool:borderline_obscure_136,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,12,1871.85,2048.0
pool:borderline_obscure_136,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,369.0,372.5
pool:borderline_obscure_137,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,1029.9,1015.0
pool:borderline_obscure_137,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,365.0,368.5
pool:borderline_obscure_139,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,277.3,267.5
pool:borderline_obscure_139,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,72.35,80.0
pool:borderline_obscure_14,gpt-oss-120b,borderline_obscure_real,pool,20,4,10,0,6,0.2,0.45,0.7,0.0,10,10,1,3,0.1,0.3,5,5,20,2048.0,2048.0
pool:borderline_obscure_14,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,5,0,15,0.0,0.125,0.25,0.0,10,10,0,0,0.0,0.0,4,1,0,569.45,555.5
pool:borderline_obscure_141,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,18,2032.05,2048.0
pool:borderline_obscure_141,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,2,0,17,0.05,0.1,0.15,0.0,10,10,1,0,0.1,0.0,0,2,0,578.8,577.0
pool:borderline_obscure_142,gpt-oss-120b,borderline_obscure_real,pool,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,1,1,19,2039.6,2048.0
pool:borderline_obscure_142,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,534.5,535.0
pool:borderline_obscure_143,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,81.05,81.0
pool:borderline_obscure_143,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,15.2,14.0
pool:borderline_obscure_144,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,224.25,210.5
pool:borderline_obscure_144,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,48.95,43.0
pool:borderline_obscure_145,gpt-oss-120b,borderline_obscure_real,pool,20,1,2,0,17,0.05,0.1,0.15,0.0,10,10,0,1,0.0,0.1,1,1,15,2007.2,2048.0
pool:borderline_obscure_145,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,6,0,14,0.0,0.15,0.3,0.0,10,10,0,0,0.0,0.0,2,4,0,656.7,650.0
pool:borderline_obscure_146,gpt-oss-120b,borderline_obscure_real,pool,20,1,6,0,13,0.05,0.2,0.35,0.0,10,10,1,0,0.1,0.0,3,3,0,950.2,904.5
pool:borderline_obscure_146,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,278.65,279.5
pool:borderline_obscure_147,gpt-oss-120b,borderline_obscure_real,pool,20,5,0,0,15,0.25,0.25,0.25,0.0,10,10,3,2,0.3,0.2,0,0,0,525.85,478.5
pool:borderline_obscure_147,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,10,0,0,10,0.5,0.5,0.5,0.0,10,10,4,6,0.4,0.6,0,0,0,209.95,204.5
pool:borderline_obscure_148,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,891.3,784.0
pool:borderline_obscure_148,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,241.15,239.0
pool:borderline_obscure_149,gpt-oss-120b,borderline_obscure_real,pool,20,3,0,0,17,0.15,0.15,0.15,0.0,10,10,1,2,0.1,0.2,0,0,0,320.0,308.5
pool:borderline_obscure_149,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,1,0,18,0.05,0.075,0.1,0.0,10,10,1,0,0.1,0.0,1,0,0,93.85,85.0
pool:borderline_obscure_15,gpt-oss-120b,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,323.35,329.5
pool:borderline_obscure_15,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,90.05,84.0
pool:borderline_obscure_16,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,2,1336.95,1271.0
pool:borderline_obscure_16,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,468.85,470.0
pool:borderline_obscure_17,gpt-oss-120b,borderline_obscure_real,pool,20,1,1,0,18,0.05,0.075,0.1,0.0,10,10,0,1,0.0,0.1,1,0,0,726.95,709.5
pool:borderline_obscure_17,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,92.35,90.0
pool:borderline_obscure_18,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,12,1939.65,2048.0
pool:borderline_obscure_18,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,7,0,13,0.0,0.175,0.35,0.0,10,10,0,0,0.0,0.0,4,3,0,275.5,272.0
pool:borderline_obscure_19,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,176.9,153.5
pool:borderline_obscure_19,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,13.3,13.0
pool:borderline_obscure_2,gpt-oss-120b,borderline_obscure_real,pool,20,1,2,0,17,0.05,0.1,0.15,0.0,10,10,1,0,0.1,0.0,0,2,8,1802.3,1969.0
pool:borderline_obscure_2,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,1,1,0,458.4,454.5
pool:borderline_obscure_20,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,11,1856.4,2048.0
pool:borderline_obscure_20,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,528.4,514.5
pool:borderline_obscure_21,gpt-oss-120b,borderline_obscure_real,pool,20,15,2,0,3,0.75,0.8,0.85,0.0,10,10,8,7,0.8,0.7,2,0,0,179.0,177.0
pool:borderline_obscure_21,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,2,0,17,0.05,0.1,0.15,0.0,10,10,1,0,0.1,0.0,0,2,0,25.4,25.0
pool:borderline_obscure_22,gpt-oss-120b,borderline_obscure_real,pool,20,1,1,0,18,0.05,0.075,0.1,0.0,10,10,1,0,0.1,0.0,0,1,0,313.95,307.5
pool:borderline_obscure_22,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,44.65,44.0
pool:borderline_obscure_23,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,17,2014.6,2048.0
pool:borderline_obscure_23,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,3,11,0,6,0.15,0.425,0.7,0.0,10,10,2,1,0.2,0.1,6,5,0,352.35,350.0
pool:borderline_obscure_24,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,134.6,126.0
pool:borderline_obscure_24,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,52.2,43.0
pool:borderline_obscure_25,gpt-oss-120b,borderline_obscure_real,pool,20,5,1,0,14,0.25,0.275,0.3,0.0,10,10,2,3,0.2,0.3,1,0,0,1025.8,972.0
pool:borderline_obscure_25,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,13,3,0,4,0.65,0.725,0.8,0.0,10,10,4,9,0.4,0.9,2,1,0,72.8,71.0
pool:borderline_obscure_26,gpt-oss-120b,borderline_obscure_real,pool,20,11,1,0,8,0.55,0.575,0.6,0.0,10,10,6,5,0.6,0.5,0,1,17,2000.55,2048.0
pool:borderline_obscure_26,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,470.1,476.0
pool:borderline_obscure_27,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,872.8,812.5
pool:borderline_obscure_27,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,370.1,362.5
pool:borderline_obscure_28,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,1,1076.45,1003.5
pool:borderline_obscure_28,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,6,0,13,0.05,0.2,0.35,0.0,10,10,0,1,0.0,0.1,3,3,0,311.75,307.5
pool:borderline_obscure_29,gpt-oss-120b,borderline_obscure_real,pool,20,5,0,0,15,0.25,0.25,0.25,0.0,10,10,4,1,0.4,0.1,0,0,0,565.1,447.5
pool:borderline_obscure_29,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,2,0,0,18,0.1,0.1,0.1,0.0,10,10,0,2,0.0,0.2,0,0,0,79.1,72.5
pool:borderline_obscure_3,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,131.65,138.0
pool:borderline_obscure_3,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,51.6,38.5
pool:borderline_obscure_30,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,1078.05,1036.0
pool:borderline_obscure_30,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,1,0,18,0.05,0.075,0.1,0.0,10,10,1,0,0.1,0.0,0,1,0,231.0,240.5
pool:borderline_obscure_31,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,325.15,255.0
pool:borderline_obscure_31,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,156.2,125.5
pool:borderline_obscure_32,gpt-oss-120b,borderline_obscure_real,pool,20,2,0,0,18,0.1,0.1,0.1,0.0,10,10,0,2,0.0,0.2,0,0,0,842.5,777.5
pool:borderline_obscure_32,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,7,4,0,9,0.35,0.45,0.55,0.0,10,10,3,4,0.3,0.4,2,2,2,407.95,231.5
pool:borderline_obscure_33,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,347.55,343.0
pool:borderline_obscure_33,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,173.5,193.5
pool:borderline_obscure_34,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,2,1309.85,1316.5
pool:borderline_obscure_34,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,354.4,350.0
pool:borderline_obscure_35,gpt-oss-120b,borderline_obscure_real,pool,20,1,1,0,18,0.05,0.075,0.1,0.0,10,10,1,0,0.1,0.0,0,1,0,227.35,205.5
pool:borderline_obscure_35,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,89.8,87.5
pool:borderline_obscure_36,gpt-oss-120b,borderline_obscure_real,pool,20,0,5,0,15,0.0,0.125,0.25,0.0,10,10,0,0,0.0,0.0,1,4,0,1319.95,1329.0
pool:borderline_obscure_36,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,272.55,260.5
pool:borderline_obscure_37,gpt-oss-120b,borderline_obscure_real,pool,20,0,4,0,16,0.0,0.1,0.2,0.0,10,10,0,0,0.0,0.0,1,3,0,775.35,690.5
pool:borderline_obscure_37,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,231.25,230.0
pool:borderline_obscure_38,gpt-oss-120b,borderline_obscure_real,pool,20,10,6,0,4,0.5,0.65,0.8,0.0,10,10,3,7,0.3,0.7,4,2,18,2018.4,2048.0
pool:borderline_obscure_38,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,2,6,0,12,0.1,0.25,0.4,0.0,10,10,0,2,0.0,0.2,4,2,0,247.3,246.0
pool:borderline_obscure_39,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,221.7,215.5
pool:borderline_obscure_39,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,99.75,98.0
pool:borderline_obscure_4,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,20,2048.0,2048.0
pool:borderline_obscure_4,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,9,0,10,0.05,0.275,0.5,0.0,10,10,0,1,0.0,0.1,6,3,0,629.6,618.0
pool:borderline_obscure_40,gpt-oss-120b,borderline_obscure_real,pool,20,0,4,0,16,0.0,0.1,0.2,0.0,10,10,0,0,0.0,0.0,2,2,0,902.8,894.0
pool:borderline_obscure_40,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,8,8,0,4,0.4,0.6,0.8,0.0,10,10,5,3,0.5,0.3,4,4,0,177.75,179.0
pool:borderline_obscure_41,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,948.55,888.0
pool:borderline_obscure_41,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,356.25,353.5
pool:borderline_obscure_42,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,187.3,174.0
pool:borderline_obscure_42,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,35.65,29.0
pool:borderline_obscure_43,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,250.95,230.0
pool:borderline_obscure_43,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,50.2,47.0
pool:borderline_obscure_44,gpt-oss-120b,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,0,893.95,881.0
pool:borderline_obscure_44,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,6,0,13,0.05,0.2,0.35,0.0,10,10,1,0,0.1,0.0,3,3,0,118.95,117.5
pool:borderline_obscure_45,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,1053.9,1008.5
pool:borderline_obscure_45,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,335.5,328.0
pool:borderline_obscure_46,gpt-oss-120b,borderline_obscure_real,pool,20,1,2,0,17,0.05,0.1,0.15,0.0,10,10,0,1,0.0,0.1,1,1,20,2048.0,2048.0
pool:borderline_obscure_46,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,3,0,17,0.0,0.075,0.15,0.0,10,10,0,0,0.0,0.0,1,2,0,467.7,472.5
pool:borderline_obscure_48,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,303.95,268.0
pool:borderline_obscure_48,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,83.25,71.5
pool:borderline_obscure_49,gpt-oss-120b,borderline_obscure_real,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,20,2048.0,2048.0
pool:borderline_obscure_49,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,16,3,0,1,0.8,0.875,0.95,0.0,10,10,7,9,0.7,0.9,2,1,0,322.6,340.0
pool:borderline_obscure_5,gpt-oss-120b,borderline_obscure_real,pool,20,4,8,0,8,0.2,0.4,0.6,0.0,10,10,1,3,0.1,0.3,5,3,18,2014.85,2048.0
pool:borderline_obscure_5,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,2,4,0,14,0.1,0.2,0.3,0.0,10,10,1,1,0.1,0.1,1,3,0,441.6,441.0
pool:borderline_obscure_50,gpt-oss-120b,borderline_obscure_real,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,357.7,345.0
pool:borderline_obscure_50,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,36.75,37.0
pool:borderline_obscure_53,gpt-oss-120b,borderline_obscure_real,pool,20,18,0,0,2,0.9,0.9,0.9,0.0,10,10,9,9,0.9,0.9,0,0,0,418.65,428.5
pool:borderline_obscure_53,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,58.55,57.5
pool:borderline_obscure_54,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,18,2014.0,2048.0
pool:borderline_obscure_54,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,4,0,16,0.0,0.1,0.2,0.0,10,10,0,0,0.0,0.0,2,2,0,406.1,426.5
pool:borderline_obscure_55,gpt-oss-120b,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,0,433.8,410.0
pool:borderline_obscure_55,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,117.05,118.5
pool:borderline_obscure_57,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,19,2032.0,2048.0
pool:borderline_obscure_57,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,4,0,16,0.0,0.1,0.2,0.0,10,10,0,0,0.0,0.0,2,2,0,616.1,616.5
