uid,model,category,source,k_eff,n_hallucination,n_partial,n_refusal,n_correct,p_hat,p_hat_partial_half,p_hat_partial_full,refusal_rate,k_half_even,k_half_odd,n_hall_even,n_hall_odd,p_hat_even,p_hat_odd,n_partial_even,n_partial_odd,n_truncated,mean_output_tokens,median_output_tokens
pool:borderline_obscure_58,gpt-oss-120b,borderline_obscure_real,pool,20,9,6,0,5,0.45,0.6,0.75,0.0,10,10,5,4,0.5,0.4,3,3,13,1942.85,2048.0
pool:borderline_obscure_58,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,3,3,0,14,0.15,0.225,0.3,0.0,10,10,0,3,0.0,0.3,2,1,0,507.6,503.5
pool:borderline_obscure_59,gpt-oss-120b,borderline_obscure_real,pool,20,2,5,0,13,0.1,0.225,0.35,0.0,10,10,1,1,0.1,0.1,2,3,0,1010.2,939.0
pool:borderline_obscure_59,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,146.0,150.0
pool:borderline_obscure_60,gpt-oss-120b,borderline_obscure_real,pool,20,1,2,0,17,0.05,0.1,0.15,0.0,10,10,0,1,0.0,0.1,2,0,0,1086.15,1092.0
pool:borderline_obscure_60,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,3,0,17,0.0,0.075,0.15,0.0,10,10,0,0,0.0,0.0,1,2,0,108.65,102.5
pool:borderline_obscure_62,gpt-oss-120b,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,240.6,186.0
pool:borderline_obscure_62,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,37.75,38.5
pool:borderline_obscure_63,gpt-oss-120b,borderline_obscure_real,pool,20,0,3,0,17,0.0,0.075,0.15,0.0,10,10,0,0,0.0,0.0,1,2,0,861.75,826.0
pool:borderline_obscure_63,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,423.25,418.5
pool:borderline_obscure_64,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,119.75,120.0
pool:borderline_obscure_64,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,37.35,39.0
pool:borderline_obscure_65,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,426.85,423.5
pool:borderline_obscure_65,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,94.8,97.5
pool:borderline_obscure_66,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,1,1197.45,1105.0
pool:borderline_obscure_66,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,2,2,0,16,0.1,0.15,0.2,0.0,10,10,2,0,0.2,0.0,1,1,0,163.9,156.5
pool:borderline_obscure_67,gpt-oss-120b,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,362.9,381.5
pool:borderline_obscure_67,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,3,0,0,17,0.15,0.15,0.15,0.0,10,10,2,1,0.2,0.1,0,0,0,170.5,172.5
pool:borderline_obscure_68,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,20,2048.0,2048.0
pool:borderline_obscure_68,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,3,0,17,0.0,0.075,0.15,0.0,10,10,0,0,0.0,0.0,2,1,0,442.75,448.0
pool:borderline_obscure_69,gpt-oss-120b,borderline_obscure_real,pool,20,1,3,0,16,0.05,0.125,0.2,0.0,10,10,0,1,0.0,0.1,1,2,1,1234.25,1277.5
pool:borderline_obscure_69,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,4,0,16,0.0,0.1,0.2,0.0,10,10,0,0,0.0,0.0,3,1,0,190.8,191.5
pool:borderline_obscure_7,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,826.1,873.5
pool:borderline_obscure_7,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,271.5,267.5
pool:borderline_obscure_70,gpt-oss-120b,borderline_obscure_real,pool,19,3,7,0,9,0.15789473684210525,0.34210526315789475,0.5263157894736842,0.0,10,9,1,2,0.1,0.2222222222222222,6,1,0,963.0,945.0
pool:borderline_obscure_70,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,1,19,0.0,0.0,0.0,0.05,10,10,0,0,0.0,0.0,0,0,0,203.5,203.5
pool:borderline_obscure_71,gpt-oss-120b,borderline_obscure_real,pool,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,0,2,0,1236.35,1366.5
pool:borderline_obscure_71,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,316.85,316.0
pool:borderline_obscure_72,gpt-oss-120b,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,0,726.8,749.0
pool:borderline_obscure_72,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,164.35,172.0
pool:borderline_obscure_74,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,560.4,597.5
pool:borderline_obscure_74,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,124.45,109.0
pool:borderline_obscure_75,gpt-oss-120b,borderline_obscure_real,pool,20,5,2,0,13,0.25,0.3,0.35,0.0,10,10,1,4,0.1,0.4,2,0,1,1006.65,929.5
pool:borderline_obscure_75,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,203.35,201.0
pool:borderline_obscure_76,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,837.75,827.5
pool:borderline_obscure_76,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,152.5,124.5
pool:borderline_obscure_78,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,133.0,137.0
pool:borderline_obscure_78,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,0,62.25,63.5
pool:borderline_obscure_79,gpt-oss-120b,borderline_obscure_real,pool,20,10,1,0,9,0.5,0.525,0.55,0.0,10,10,5,5,0.5,0.5,1,0,0,254.95,261.0
pool:borderline_obscure_79,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,59.9,58.5
pool:borderline_obscure_8,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,16,2006.05,2048.0
pool:borderline_obscure_8,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,571.95,585.0
pool:borderline_obscure_80,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,184.6,152.5
pool:borderline_obscure_80,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,68.85,68.0
pool:borderline_obscure_81,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,824.2,798.5
pool:borderline_obscure_81,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,238.65,243.0
pool:borderline_obscure_82,gpt-oss-120b,borderline_obscure_real,pool,20,5,1,0,14,0.25,0.275,0.3,0.0,10,10,2,3,0.2,0.3,0,1,0,304.8,208.5
pool:borderline_obscure_82,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,56.1,63.0
pool:borderline_obscure_83,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,559.95,527.5
pool:borderline_obscure_83,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,220.65,221.0
pool:borderline_obscure_84,gpt-oss-120b,borderline_obscure_real,pool,20,16,4,0,0,0.8,0.9,1.0,0.0,10,10,7,9,0.7,0.9,3,1,20,2048.0,2048.0
pool:borderline_obscure_84,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,9,10,0,1,0.45,0.7,0.95,0.0,10,10,5,4,0.5,0.4,5,5,0,351.5,338.5
pool:borderline_obscure_85,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,367.25,344.5
pool:borderline_obscure_85,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,2,0,17,0.05,0.1,0.15,0.0,10,10,0,1,0.0,0.1,1,1,0,68.55,73.5
pool:borderline_obscure_86,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,625.1,592.5
pool:borderline_obscure_86,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,79.4,70.5
pool:borderline_obscure_87,gpt-oss-120b,borderline_obscure_real,pool,20,6,7,0,7,0.3,0.475,0.65,0.0,10,10,3,3,0.3,0.3,4,3,0,809.0,801.0
pool:borderline_obscure_87,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,8,0,12,0.0,0.2,0.4,0.0,10,10,0,0,0.0,0.0,4,4,0,224.65,215.0
pool:borderline_obscure_89,gpt-oss-120b,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,230.9,190.0
pool:borderline_obscure_89,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,31.45,18.0
pool:borderline_obscure_9,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,125.65,120.5
pool:borderline_obscure_9,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,66.9,64.5
pool:borderline_obscure_90,gpt-oss-120b,borderline_obscure_real,pool,20,14,3,0,3,0.7,0.775,0.85,0.0,10,10,7,7,0.7,0.7,1,2,15,1927.45,2048.0
pool:borderline_obscure_90,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,3,2,0,15,0.15,0.2,0.25,0.0,10,10,3,0,0.3,0.0,0,2,0,213.6,206.5
pool:borderline_obscure_91,gpt-oss-120b,borderline_obscure_real,pool,20,0,4,0,16,0.0,0.1,0.2,0.0,10,10,0,0,0.0,0.0,3,1,16,1982.95,2048.0
pool:borderline_obscure_91,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,5,6,0,9,0.25,0.4,0.55,0.0,10,10,2,3,0.2,0.3,3,3,0,313.55,323.0
pool:borderline_obscure_93,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,151.55,144.0
pool:borderline_obscure_93,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,67.4,68.5
pool:borderline_obscure_94,gpt-oss-120b,borderline_obscure_real,pool,20,1,4,0,15,0.05,0.15,0.25,0.0,10,10,1,0,0.1,0.0,3,1,0,580.15,513.5
pool:borderline_obscure_94,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,0,226.7,238.0
pool:borderline_obscure_96,gpt-oss-120b,borderline_obscure_real,pool,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,1,1,17,2005.45,2048.0
pool:borderline_obscure_96,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,3,5,0,12,0.15,0.275,0.4,0.0,10,10,0,3,0.0,0.3,4,1,0,559.15,560.0
pool:borderline_obscure_97,gpt-oss-120b,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,992.3,924.0
pool:borderline_obscure_97,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,442.5,448.0
pool:borderline_obscure_98,gpt-oss-120b,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,540.1,412.5
pool:borderline_obscure_98,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,153.55,159.5
pool:borderline_obscure_99,gpt-oss-120b,borderline_obscure_real,pool,20,2,1,0,17,0.1,0.125,0.15,0.0,10,10,2,0,0.2,0.0,0,1,0,230.35,220.5
pool:borderline_obscure_99,llama-3.3-70b-turbo,borderline_obscure_real,pool,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,46.75,40.5
v3:borderline_obscure_0,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,661.2,666.5
v3:borderline_obscure_0,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,208.25,213.5
v3:borderline_obscure_10,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,332.15,330.5
v3:borderline_obscure_10,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,130.4,106.5
v3:borderline_obscure_12,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,97.15,95.0
v3:borderline_obscure_12,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,54.95,53.5
v3:borderline_obscure_14,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,279.7,245.5
v3:borderline_obscure_14,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,142.95,135.5
v3:borderline_obscure_15,gpt-oss-120b,borderline_obscure_real,v3,20,2,2,0,16,0.1,0.15,0.2,0.0,10,10,1,1,0.1,0.1,0,2,0,345.6,291.5
v3:borderline_obscure_15,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,2,0,0,157.0,157.0
v3:borderline_obscure_16,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,333.9,252.5
v3:borderline_obscure_16,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,95.25,99.5
v3:borderline_obscure_17,gpt-oss-120b,borderline_obscure_real,v3,20,0,7,0,13,0.0,0.175,0.35,0.0,10,10,0,0,0.0,0.0,5,2,0,565.9,503.5
v3:borderline_obscure_17,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,2,15,3,0.0,0.05,0.1,0.75,10,10,0,0,0.0,0.0,2,0,0,49.9,42.0
v3:borderline_obscure_18,gpt-oss-120b,borderline_obscure_real,v3,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,2,0,0,711.65,665.0
v3:borderline_obscure_18,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,196.9,193.0
v3:borderline_obscure_19,gpt-oss-120b,borderline_obscure_real,v3,20,0,6,0,14,0.0,0.15,0.3,0.0,10,10,0,0,0.0,0.0,5,1,1,1423.75,1534.0
v3:borderline_obscure_19,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,16,0,4,0.0,0.4,0.8,0.0,10,10,0,0,0.0,0.0,8,8,0,248.3,258.0
v3:borderline_obscure_2,gpt-oss-120b,borderline_obscure_real,v3,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,865.95,864.5
v3:borderline_obscure_2,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,214.8,206.5
v3:borderline_obscure_20,gpt-oss-120b,borderline_obscure_real,v3,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,2,0,0,334.45,288.0
v3:borderline_obscure_20,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,115.9,94.5
v3:borderline_obscure_21,gpt-oss-120b,borderline_obscure_real,v3,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,811.1,763.0
v3:borderline_obscure_21,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,4,7,0,9,0.2,0.375,0.55,0.0,10,10,3,1,0.3,0.1,2,5,0,64.55,57.5
v3:borderline_obscure_22,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,263.9,228.0
v3:borderline_obscure_22,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,1,2,0,17,0.05,0.1,0.15,0.0,10,10,0,1,0.0,0.1,1,1,0,167.9,152.0
v3:borderline_obscure_23,gpt-oss-120b,borderline_obscure_real,v3,20,18,1,0,1,0.9,0.925,0.95,0.0,10,10,9,9,0.9,0.9,1,0,1,1437.9,1424.0
v3:borderline_obscure_23,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,12,8,0,0,0.6,0.8,1.0,0.0,10,10,6,6,0.6,0.6,4,4,0,69.3,53.5
v3:borderline_obscure_24,gpt-oss-120b,borderline_obscure_real,v3,20,0,12,0,8,0.0,0.3,0.6,0.0,10,10,0,0,0.0,0.0,7,5,0,92.2,87.0
v3:borderline_obscure_24,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,24.2,24.0
v3:borderline_obscure_25,gpt-oss-120b,borderline_obscure_real,v3,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,558.05,522.5
v3:borderline_obscure_25,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,107.0,107.0
v3:borderline_obscure_26,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,771.55,826.0
v3:borderline_obscure_26,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,1,1,0,18,0.05,0.075,0.1,0.0,10,10,0,1,0.0,0.1,1,0,0,86.55,81.5
v3:borderline_obscure_27,gpt-oss-120b,borderline_obscure_real,v3,20,1,1,1,17,0.05,0.075,0.1,0.05,10,10,0,1,0.0,0.1,0,1,0,1009.85,992.0
v3:borderline_obscure_27,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,9,5,6,0.0,0.225,0.45,0.25,10,10,0,0,0.0,0.0,3,6,0,52.85,47.0
v3:borderline_obscure_29,gpt-oss-120b,borderline_obscure_real,v3,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,1,1,0,739.15,720.5
v3:borderline_obscure_29,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,180.6,179.5
v3:borderline_obscure_3,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,787.9,669.0
v3:borderline_obscure_3,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,235.0,231.0
v3:borderline_obscure_30,gpt-oss-120b,borderline_obscure_real,v3,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,1,1,0,910.5,915.5
v3:borderline_obscure_30,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,118.4,107.5
v3:borderline_obscure_31,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,812.55,853.0
v3:borderline_obscure_31,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,3,0,17,0.0,0.075,0.15,0.0,10,10,0,0,0.0,0.0,2,1,0,165.35,161.5
v3:borderline_obscure_32,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,218.7,222.5
v3:borderline_obscure_32,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,1,0,0.1,0.0,0,0,0,46.2,32.0
v3:borderline_obscure_34,gpt-oss-120b,borderline_obscure_real,v3,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,17,2012.15,2048.0
v3:borderline_obscure_34,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,17,1,0,2,0.85,0.875,0.9,0.0,10,10,8,9,0.8,0.9,1,0,0,299.4,331.5
v3:borderline_obscure_4,gpt-oss-120b,borderline_obscure_real,v3,20,0,2,0,18,0.0,0.05,0.1,0.0,10,10,0,0,0.0,0.0,1,1,2,391.0,197.0
v3:borderline_obscure_4,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,109.85,108.5
v3:borderline_obscure_5,gpt-oss-120b,borderline_obscure_real,v3,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,0,1,0,651.05,603.0
v3:borderline_obscure_5,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,202.8,203.5
v3:borderline_obscure_6,gpt-oss-120b,borderline_obscure_real,v3,20,0,1,0,19,0.0,0.025,0.05,0.0,10,10,0,0,0.0,0.0,1,0,0,156.9,142.0
v3:borderline_obscure_6,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,75.8,86.0
v3:borderline_obscure_8,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,1,993.6,931.5
v3:borderline_obscure_8,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,4,0,16,0.0,0.1,0.2,0.0,10,10,0,0,0.0,0.0,3,1,0,457.95,457.0
v3:borderline_obscure_9,gpt-oss-120b,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,195.05,177.5
v3:borderline_obscure_9,llama-3.3-70b-turbo,borderline_obscure_real,v3,20,0,0,0,20,0.0,0.0,0.0,0.0,10,10,0,0,0.0,0.0,0,0,0,25.1,25.0
pool:borderline_fake_0,gpt-oss-120b,borderline_plausible_fake,pool,20,10,0,0,10,0.5,0.5,0.5,0.0,10,10,4,6,0.4,0.6,0,0,0,511.0,475.5
pool:borderline_fake_0,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,0,0,19,0.05,0.05,0.05,0.0,10,10,0,1,0.0,0.1,0,0,0,35.45,31.0
pool:borderline_fake_1,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,514.0,406.5
pool:borderline_fake_1,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,19,0,0,1,0.95,0.95,0.95,0.0,10,10,9,10,0.9,1.0,0,0,0,51.7,51.0
pool:borderline_fake_10,gpt-oss-120b,borderline_plausible_fake,pool,20,3,1,0,16,0.15,0.175,0.2,0.0,10,10,1,2,0.1,0.2,0,1,0,514.5,455.5
pool:borderline_fake_10,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,1,0,1,18,0.05,0.05,0.05,0.05,10,10,1,0,0.1,0.0,0,0,0,58.45,54.5
pool:borderline_fake_100,gpt-oss-120b,borderline_plausible_fake,pool,20,20,0,0,0,1.0,1.0,1.0,0.0,10,10,10,10,1.0,1.0,0,0,0,935.5,913.0
pool:borderline_fake_100,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,11,1,0,8,0.55,0.575,0.6,0.0,10,10,6,5,0.6,0.5,0,1,0,59.6,45.0
pool:borderline_fake_101,gpt-oss-120b,borderline_plausible_fake,pool,20,2,0,0,18,0.1,0.1,0.1,0.0,10,10,1,1,0.1,0.1,0,0,0,715.05,681.5
pool:borderline_fake_101,llama-3.3-70b-turbo,borderline_plausible_fake,pool,20,0,0,3,17,0.0,0.0,0.0,0.15,10,10,0,0,0.0,0.0,0,0,0,43.3,33.0
